Mass [m/z],Polarity,Start [min],End [min],nCE,CS [z],Comment
434.901062,Positive,42.698868,47.698868, ,3,MH+1302.688633-Scan#11869
692.872253,Positive,42.717583,47.717583, ,2,MH+1384.737230-Scan#11879
568.792664,Positive,42.719107,47.719107, ,2,MH+1136.578051-Scan#11880
653.840576,Positive,42.743745,47.743745, ,2,MH+1306.673876-Scan#11892
532.789246,Positive,42.749597,47.749597, ,2,MH+1064.571215-Scan#11896
500.790131,Positive,42.752647,47.752647, ,2,MH+1000.572985-Scan#11898
482.568542,Positive,42.758949,47.758949, ,3,MH+1445.691074-Scan#11900
476.246307,Positive,42.760205,47.760205, ,2,MH+951.485338-Scan#11901
729.027222,Positive,42.764835,47.764835, ,3,MH+2185.067112-Scan#11904
609.332764,Positive,42.770955,47.770955, ,2,MH+1217.658251-Scan#11908
543.750122,Positive,42.780332,47.780332, ,2,MH+1086.492968-Scan#11912
723.350525,Positive,42.784974,47.784974, ,2,MH+1445.693773-Scan#11915
642.675354,Positive,42.788047,47.788047, ,3,MH+1926.011509-Scan#11917
635.348572,Positive,42.789588,47.789588, ,2,MH+1269.689867-Scan#11918
589.799011,Positive,42.791113,47.791113, ,2,MH+1178.590746-Scan#11919
487.718018,Positive,42.800205,47.800205, ,2,MH+974.428759-Scan#11923
527.268311,Positive,42.806341,47.806341, ,2,MH+1053.529344-Scan#11927
440.745575,Positive,42.811907,47.811907, ,2,MH+880.483873-Scan#11931
426.730377,Positive,42.818222,47.818222, ,2,MH+852.453478-Scan#11933
414.753418,Positive,42.839226,47.839226, ,2,MH+828.499559-Scan#11945
646.322205,Positive,42.848478,47.848478, ,2,MH+1291.637133-Scan#11951
635.826538,Positive,42.850019,47.850019, ,2,MH+1270.645800-Scan#11952
615.822388,Positive,42.851561,47.851561, ,2,MH+1230.637499-Scan#11953
564.826782,Positive,42.857895,47.857895, ,2,MH+1128.646288-Scan#11955
522.299805,Positive,42.859436,47.859436, ,2,MH+1043.592333-Scan#11956
474.259979,Positive,42.866455,47.866455, ,2,MH+947.512682-Scan#11961
441.777557,Positive,42.869238,47.869238, ,2,MH+882.547838-Scan#11963
410.878723,Positive,42.870496,47.870496, ,3,MH+1230.621616-Scan#11964
451.280853,Positive,42.883944,47.883944, ,2,MH+901.554430-Scan#11971
576.285950,Positive,42.895847,47.895847, ,2,MH+1151.564623-Scan#11977
550.810791,Positive,42.933481,47.933481, ,2,MH+1100.614305-Scan#11997
491.252258,Positive,42.945917,47.945917, ,2,MH+981.497240-Scan#12003
887.898926,Positive,42.950242,47.950242, ,2,MH+1774.790575-Scan#12006
651.362183,Positive,43.006329,48.006329, ,2,MH+1301.717089-Scan#12036
439.786102,Positive,43.013692,48.013692, ,2,MH+878.564928-Scan#12041
656.811340,Positive,43.015258,48.015258, ,2,MH+1312.615404-Scan#12042
629.331360,Positive,43.089079,48.089079, ,2,MH+1257.655443-Scan#12082
572.345398,Positive,43.094912,48.094912, ,2,MH+1143.683519-Scan#12086
543.603394,Positive,43.101232,48.101232, ,3,MH+1628.795627-Scan#12088
456.589935,Positive,43.122104,48.122104, ,3,MH+1367.755253-Scan#12100
807.896729,Positive,43.126478,48.126478, ,2,MH+1614.786180-Scan#12103
716.364136,Positive,43.128020,48.128020, ,2,MH+1431.720995-Scan#12104
541.284973,Positive,43.140477,48.140477, ,2,MH+1081.562670-Scan#12110
519.944214,Positive,43.142001,48.142001, ,3,MH+1557.818088-Scan#12111
964.013916,Positive,43.144818,48.144818, ,2,MH+1927.020555-Scan#12113
672.355835,Positive,43.151006,48.151006, ,2,MH+1343.704393-Scan#12117
494.761322,Positive,43.153549,48.153549, ,2,MH+988.515367-Scan#12119
814.899902,Positive,43.167014,48.167014, ,2,MH+1628.792528-Scan#12126
757.880981,Positive,43.168572,48.168572, ,2,MH+1514.754686-Scan#12127
689.857117,Positive,43.171655,48.171655, ,2,MH+1378.706957-Scan#12129
660.854614,Positive,43.173197,48.173197, ,2,MH+1320.701952-Scan#12130
590.363586,Positive,43.181102,48.181102, ,2,MH+1179.719896-Scan#12133
582.809265,Positive,43.182641,48.182641, ,2,MH+1164.611254-Scan#12134
823.389648,Positive,43.184199,48.184199, ,2,MH+1645.772020-Scan#12135
777.887146,Positive,43.185743,48.185743, ,2,MH+1554.767015-Scan#12136
430.738312,Positive,43.202241,48.202241, ,2,MH+860.469347-Scan#12145
669.859192,Positive,43.209918,48.209918, ,2,MH+1338.711107-Scan#12150
663.385315,Positive,43.211459,48.211459, ,2,MH+1325.763353-Scan#12151
555.260559,Positive,43.220831,48.220831, ,2,MH+1109.513842-Scan#12155
709.368164,Positive,43.225172,48.225172, ,2,MH+1417.729051-Scan#12158
597.311890,Positive,43.226697,48.226697, ,2,MH+1193.616503-Scan#12159
559.786682,Positive,43.228222,48.228222, ,2,MH+1118.566088-Scan#12160
492.788910,Positive,43.229480,48.229480, ,2,MH+984.570543-Scan#12161
479.767639,Positive,43.230736,48.230736, ,2,MH+958.528002-Scan#12162
442.592957,Positive,43.241059,48.241059, ,3,MH+1325.764316-Scan#12167
565.810547,Positive,43.243845,48.243845, ,2,MH+1130.613817-Scan#12169
488.270386,Positive,43.247886,48.247886, ,2,MH+975.533495-Scan#12172
410.562836,Positive,43.249145,48.249145, ,3,MH+1229.673954-Scan#12173
516.294739,Positive,43.258220,48.258220, ,2,MH+1031.582201-Scan#12177
558.310364,Positive,43.261286,48.261286, ,2,MH+1115.613451-Scan#12179
512.952087,Positive,43.262667,48.262667, ,3,MH+1536.841709-Scan#12180
467.757355,Positive,43.263926,48.263926, ,2,MH+934.507433-Scan#12181
416.243439,Positive,43.265184,48.265184, ,2,MH+831.479601-Scan#12182
780.407593,Positive,43.268253,48.268253, ,2,MH+1559.807909-Scan#12184
621.830261,Positive,43.283939,48.283939, ,2,MH+1242.653246-Scan#12190
507.757935,Positive,43.285299,48.285299, ,2,MH+1014.508593-Scan#12191
433.756165,Positive,43.291138,48.291138, ,2,MH+866.505052-Scan#12195
634.838379,Positive,43.295513,48.295513, ,2,MH+1268.669481-Scan#12198
709.846924,Positive,43.303360,48.303360, ,2,MH+1418.686571-Scan#12201
491.275269,Positive,43.310922,48.310922, ,2,MH+981.543260-Scan#12204
401.217712,Positive,43.315174,48.315174, ,2,MH+801.428148-Scan#12206
472.778046,Positive,43.331936,48.331936, ,2,MH+944.548815-Scan#12215
452.263885,Positive,43.333194,48.333194, ,2,MH+903.520494-Scan#12216
458.236176,Positive,43.360819,48.360819, ,2,MH+915.465074-Scan#12229
621.346741,Positive,43.371700,48.371700, ,2,MH+1241.686205-Scan#12233
510.256561,Positive,43.408607,48.408607, ,2,MH+1019.505846-Scan#12250
464.780273,Positive,43.410132,48.410132, ,2,MH+928.553270-Scan#12251
439.251556,Positive,43.424094,48.424094, ,2,MH+877.495836-Scan#12258
695.345276,Positive,43.427177,48.427177, ,2,MH+1389.683275-Scan#12260
447.740997,Positive,43.445379,48.445379, ,2,MH+894.474718-Scan#12267
564.328613,Positive,43.465362,48.465362, ,2,MH+1127.649950-Scan#12275
525.786926,Positive,43.485075,48.485075, ,2,MH+1050.566576-Scan#12283
625.316284,Positive,43.514837,48.514837, ,2,MH+1249.625292-Scan#12294
513.306458,Positive,43.528460,48.528460, ,2,MH+1025.605638-Scan#12298
626.360962,Positive,43.600960,48.600960, ,2,MH+1251.714647-Scan#12330
417.909851,Positive,43.618649,48.618649, ,3,MH+1251.715000-Scan#12339
427.774261,Positive,43.667541,48.667541, ,2,MH+854.541246-Scan#12360
651.854187,Positive,43.687899,48.687899, ,2,MH+1302.701097-Scan#12369
845.132324,Positive,43.727565,48.727565, ,3,MH+2533.382419-Scan#12387
700.824280,Positive,43.767769,48.767769, ,2,MH+1400.641283-Scan#12407
432.886414,Positive,43.784246,48.784246, ,3,MH+1296.644687-Scan#12416
698.404968,Positive,43.808995,48.808995, ,2,MH+1395.802660-Scan#12425
628.352112,Positive,43.810536,48.810536, ,2,MH+1255.696947-Scan#12426
693.323730,Positive,43.812094,48.812094, ,2,MH+1385.640184-Scan#12427
489.294128,Positive,43.816403,48.816403, ,3,MH+1465.867832-Scan#12430
465.939636,Positive,43.817661,48.817661, ,3,MH+1395.804355-Scan#12431
751.331360,Positive,43.840809,48.840809, ,2,MH+1501.655443-Scan#12444
540.294067,Positive,43.851721,48.851721, ,2,MH+1079.580858-Scan#12449
504.254059,Positive,43.853067,48.853067, ,2,MH+1007.500841-Scan#12450
462.236389,Positive,43.857380,48.857380, ,3,MH+1384.694614-Scan#12453
425.235657,Positive,43.859896,48.859896, ,2,MH+849.464037-Scan#12455
533.802063,Positive,43.866180,48.866180, ,2,MH+1066.596849-Scan#12457
450.273041,Positive,43.869229,48.869229, ,2,MH+899.538805-Scan#12459
826.939697,Positive,43.875505,48.875505, ,2,MH+1652.872118-Scan#12461
692.852295,Positive,43.877063,48.877063, ,2,MH+1384.697313-Scan#12462
643.845093,Positive,43.878611,48.878611, ,2,MH+1286.682909-Scan#12463
634.315979,Positive,43.880152,48.880152, ,2,MH+1267.624681-Scan#12464
625.790283,Positive,43.881454,48.881454, ,2,MH+1250.573290-Scan#12465
544.768555,Positive,43.905613,48.905613, ,2,MH+1088.529833-Scan#12479
442.766266,Positive,43.908413,48.908413, ,2,MH+884.525255-Scan#12481
686.861877,Positive,43.920567,48.920567, ,2,MH+1372.716478-Scan#12487
536.794800,Positive,43.922094,48.922094, ,2,MH+1072.582323-Scan#12488
435.262268,Positive,43.927946,48.927946, ,2,MH+869.517260-Scan#12492
754.379883,Positive,43.963800,48.963800, ,2,MH+1507.752489-Scan#12509
501.780884,Positive,43.970125,48.970125, ,2,MH+1002.554491-Scan#12511
567.785156,Positive,43.989954,48.989954, ,2,MH+1134.563036-Scan#12522
401.727905,Positive,43.992939,48.992939, ,2,MH+802.448534-Scan#12523
450.783447,Positive,44.083910,49.083910, ,2,MH+900.559618-Scan#12565
602.332642,Positive,44.106014,49.106014, ,2,MH+1203.658007-Scan#12575
673.829956,Positive,44.109016,49.109016, ,2,MH+1346.652635-Scan#12576
585.850403,Positive,44.113610,49.113610, ,2,MH+1170.693529-Scan#12579
640.851440,Positive,44.174501,49.174501, ,2,MH+1280.695604-Scan#12612
463.893677,Positive,44.179109,49.179109, ,3,MH+1389.666477-Scan#12615
450.285431,Positive,44.186724,49.186724, ,2,MH+899.563585-Scan#12618
695.336548,Positive,44.191099,49.191099, ,2,MH+1389.665819-Scan#12621
615.796570,Positive,44.194201,49.194201, ,2,MH+1230.585863-Scan#12623
447.760010,Positive,44.218963,49.218963, ,2,MH+894.512743-Scan#12637
637.843811,Positive,44.231494,49.231494, ,2,MH+1274.680345-Scan#12643
561.281616,Positive,44.234544,49.234544, ,2,MH+1121.555956-Scan#12645
440.229492,Positive,44.257488,49.257488, ,3,MH+1318.673923-Scan#12656
793.933044,Positive,44.289118,49.289118, ,2,MH+1586.858812-Scan#12671
680.839111,Positive,44.292203,49.292203, ,2,MH+1360.670946-Scan#12673
599.332642,Positive,44.293728,49.293728, ,2,MH+1197.658007-Scan#12674
593.338196,Positive,44.295117,49.295117, ,2,MH+1185.669115-Scan#12675
402.245789,Positive,44.309111,49.309111, ,2,MH+803.484301-Scan#12682
410.226501,Positive,44.310367,49.310367, ,2,MH+819.445726-Scan#12683
830.376160,Positive,44.325365,49.325365, ,2,MH+1659.745043-Scan#12691
710.905212,Positive,44.326907,49.326907, ,2,MH+1420.803148-Scan#12692
517.753052,Positive,44.328448,49.328448, ,2,MH+1034.498827-Scan#12693
656.293762,Positive,44.348152,49.348152, ,2,MH+1311.580248-Scan#12704
537.271973,Positive,44.354273,49.354273, ,2,MH+1073.536669-Scan#12708
498.747925,Positive,44.372913,49.372913, ,2,MH+996.488573-Scan#12717
488.256866,Positive,44.374438,49.374438, ,2,MH+975.506456-Scan#12718
471.775665,Positive,44.411563,49.411563, ,2,MH+942.544054-Scan#12737
438.230743,Positive,44.461644,49.461644, ,2,MH+875.454210-Scan#12759
514.794617,Positive,44.500568,49.500568, ,2,MH+1028.581957-Scan#12780
509.298798,Positive,44.514329,49.514329, ,2,MH+1017.590319-Scan#12787
470.739288,Positive,44.515587,49.515587, ,2,MH+940.471300-Scan#12788
609.278015,Positive,44.547108,49.547108, ,2,MH+1217.548754-Scan#12803
559.312073,Positive,44.568718,49.568718, ,2,MH+1117.616869-Scan#12812
517.775391,Positive,44.649062,49.649062, ,2,MH+1034.543505-Scan#12853
499.273041,Positive,44.650586,49.650586, ,2,MH+997.538805-Scan#12854
525.266724,Positive,44.661489,49.661489, ,2,MH+1049.526171-Scan#12859
696.920166,Positive,44.674049,49.674049, ,2,MH+1392.833055-Scan#12865
595.829224,Positive,44.677117,49.677117, ,2,MH+1190.651171-Scan#12867
464.949432,Positive,44.684399,49.684399, ,3,MH+1392.833744-Scan#12872
453.267181,Positive,44.690712,49.690712, ,2,MH+905.527086-Scan#12874
531.599243,Positive,44.699915,49.699915, ,3,MH+1592.783176-Scan#12880
550.828796,Positive,44.710810,49.710810, ,2,MH+1100.650316-Scan#12885
493.291412,Positive,44.716953,49.716953, ,2,MH+985.575548-Scan#12889
444.741516,Positive,44.720844,49.720844, ,2,MH+888.475756-Scan#12892
764.422241,Positive,44.729949,49.729949, ,2,MH+1527.837206-Scan#12896
509.951324,Positive,44.734574,49.734574, ,3,MH+1527.839420-Scan#12899
628.855896,Positive,44.739167,49.739167, ,2,MH+1256.704515-Scan#12902
536.778381,Positive,44.761032,49.761032, ,2,MH+1072.549486-Scan#12912
570.346924,Positive,44.764115,49.764115, ,2,MH+1139.686571-Scan#12914
527.255920,Positive,44.767167,49.767167, ,3,MH+1579.753208-Scan#12916
504.294464,Positive,44.768715,49.768715, ,3,MH+1510.868839-Scan#12917
506.778320,Positive,44.771696,49.771696, ,2,MH+1012.549364-Scan#12919
755.939209,Positive,44.788911,49.788911, ,2,MH+1510.871141-Scan#12926
616.311707,Positive,44.790452,49.790452, ,2,MH+1231.616136-Scan#12927
597.339172,Positive,44.798163,49.798163, ,2,MH+1193.671068-Scan#12932
445.256134,Positive,44.799419,49.799419, ,2,MH+889.504991-Scan#12933
449.774292,Positive,44.809807,49.809807, ,2,MH+898.541307-Scan#12938
510.744537,Positive,44.820594,49.820594, ,2,MH+1020.481798-Scan#12945
549.305664,Positive,44.832713,49.832713, ,2,MH+1097.604051-Scan#12951
466.777985,Positive,44.840342,49.840342, ,2,MH+932.548693-Scan#12956
492.780518,Positive,44.853760,49.853760, ,2,MH+984.553759-Scan#12963
640.340576,Positive,44.865649,49.865649, ,2,MH+1279.673876-Scan#12969
461.245972,Positive,44.875060,49.875060, ,2,MH+921.484667-Scan#12973
529.800537,Positive,44.881227,49.881227, ,2,MH+1058.593798-Scan#12977
489.756378,Positive,44.898362,49.898362, ,2,MH+978.505480-Scan#12986
604.840027,Positive,44.927483,49.927483, ,2,MH+1208.672777-Scan#13000
687.324951,Positive,44.939960,49.939960, ,2,MH+1373.642626-Scan#13006
534.930969,Positive,44.943046,49.943046, ,3,MH+1602.778354-Scan#13008
415.744110,Positive,44.980756,49.980756, ,2,MH+830.480944-Scan#13026
540.637451,Positive,44.996233,49.996233, ,3,MH+1619.897800-Scan#13033
597.808411,Positive,45.020985,50.020985, ,2,MH+1194.609545-Scan#13045
457.298492,Positive,45.029905,50.029905, ,2,MH+913.589708-Scan#13051
406.222565,Positive,45.031162,50.031162, ,2,MH+811.437853-Scan#13052
668.816040,Positive,45.042170,50.042170, ,2,MH+1336.624803-Scan#13057
593.811829,Positive,45.066545,50.066545, ,2,MH+1186.616381-Scan#13071
478.304138,Positive,45.077501,50.077501, ,2,MH+955.601000-Scan#13076
497.754822,Positive,45.086935,50.086935, ,2,MH+994.502367-Scan#13080
715.369324,Positive,45.109608,50.109608, ,2,MH+1429.731371-Scan#13089
677.876221,Positive,45.111151,50.111151, ,2,MH+1354.745165-Scan#13090
566.771301,Positive,45.121836,50.121836, ,2,MH+1132.535326-Scan#13095
490.268311,Positive,45.131224,50.131224, ,2,MH+979.529344-Scan#13099
646.815369,Positive,45.146853,50.146853, ,2,MH+1292.623461-Scan#13107
621.303223,Positive,45.148395,50.148395, ,2,MH+1241.599169-Scan#13108
608.323792,Positive,45.149920,50.149920, ,2,MH+1215.640306-Scan#13109
516.285400,Positive,45.151480,50.151480, ,2,MH+1031.563524-Scan#13110
436.269012,Positive,45.182345,50.182345, ,2,MH+871.530748-Scan#13126
537.325378,Positive,45.193005,50.193005, ,2,MH+1073.643480-Scan#13131
570.275085,Positive,45.222509,50.222509, ,2,MH+1139.542894-Scan#13146
411.555511,Positive,45.235621,50.235621, ,3,MH+1232.651981-Scan#13155
596.788147,Positive,45.246765,50.246765, ,2,MH+1192.569017-Scan#13160
478.269897,Positive,45.248290,50.248290, ,2,MH+955.532518-Scan#13161
686.880798,Positive,45.271638,50.271638, ,2,MH+1372.754320-Scan#13172
690.999268,Positive,45.293036,50.293036, ,3,MH+2070.983249-Scan#13184
533.756470,Positive,45.322606,50.322606, ,2,MH+1066.505663-Scan#13199
435.302826,Positive,45.376417,50.376417, ,2,MH+869.598375-Scan#13225
546.773804,Positive,45.390350,50.390350, ,2,MH+1092.540331-Scan#13232
575.836914,Positive,45.428243,50.428243, ,2,MH+1150.666551-Scan#13248
438.735443,Positive,45.474654,50.474654, ,2,MH+876.463610-Scan#13268
442.245575,Positive,45.484100,50.484100, ,2,MH+883.483873-Scan#13272
528.792603,Positive,45.487133,50.487133, ,2,MH+1056.577928-Scan#13274
507.791626,Positive,45.492699,50.492699, ,2,MH+1014.575975-Scan#13278
495.772003,Positive,45.511406,50.511406, ,2,MH+990.536730-Scan#13286
743.897522,Positive,45.519183,50.519183, ,2,MH+1486.787767-Scan#13289
487.920532,Positive,45.536278,50.536278, ,3,MH+1461.747043-Scan#13298
535.794495,Positive,45.550320,50.550320, ,2,MH+1070.581713-Scan#13305
449.746490,Positive,45.553120,50.553120, ,2,MH+898.485704-Scan#13307
695.880493,Positive,45.579456,50.579456, ,2,MH+1390.753710-Scan#13317
572.331299,Positive,45.580981,50.580981, ,2,MH+1143.655321-Scan#13318
587.285217,Positive,45.585576,50.585576, ,2,MH+1173.563158-Scan#13321
772.381470,Positive,45.593475,50.593475, ,2,MH+1543.755663-Scan#13324
411.712219,Positive,45.613432,50.613432, ,2,MH+822.417162-Scan#13335
553.823547,Positive,45.629007,50.629007, ,2,MH+1106.639818-Scan#13343
454.256683,Positive,45.632057,50.632057, ,2,MH+907.506090-Scan#13345
566.831055,Positive,45.664361,50.664361, ,2,MH+1132.654833-Scan#13360
543.802856,Positive,45.665886,50.665886, ,2,MH+1086.598436-Scan#13361
683.323486,Positive,45.689246,50.689246, ,2,MH+1365.639696-Scan#13372
658.846680,Positive,45.692330,50.692330, ,2,MH+1316.686083-Scan#13374
500.763214,Positive,45.696948,50.696948, ,2,MH+1000.519152-Scan#13377
522.773987,Positive,45.715776,50.715776, ,2,MH+1044.540697-Scan#13385
442.767059,Positive,45.717317,50.717317, ,2,MH+884.526842-Scan#13386
701.348389,Positive,45.720119,50.720119, ,2,MH+1401.689501-Scan#13388
656.851990,Positive,45.721661,50.721661, ,2,MH+1312.696703-Scan#13389
595.829529,Positive,45.751061,50.751061, ,2,MH+1190.651781-Scan#13404
649.341248,Positive,45.763619,50.763619, ,2,MH+1297.675218-Scan#13410
625.280029,Positive,45.765162,50.765162, ,2,MH+1249.552782-Scan#13411
549.634766,Positive,45.769756,50.769756, ,3,MH+1646.889744-Scan#13414
486.780701,Positive,45.778882,50.778882, ,2,MH+972.554125-Scan#13418
586.802979,Positive,45.787865,50.787865, ,2,MH+1172.598680-Scan#13424
515.269958,Positive,45.797361,50.797361, ,2,MH+1029.532640-Scan#13428
566.772034,Positive,45.805050,50.805050, ,2,MH+1132.536791-Scan#13433
438.753540,Positive,45.810890,50.810890, ,2,MH+876.499803-Scan#13437
639.801392,Positive,45.823142,50.823142, ,2,MH+1278.595507-Scan#13443
859.945435,Positive,45.840325,50.840325, ,2,MH+1718.883593-Scan#13452
530.760803,Positive,45.848035,50.848035, ,2,MH+1060.514330-Scan#13457
665.347351,Positive,45.861858,50.861858, ,2,MH+1329.687426-Scan#13464
603.813843,Positive,45.866479,50.866479, ,2,MH+1206.620409-Scan#13467
482.744812,Positive,45.888343,50.888343, ,2,MH+964.482347-Scan#13479
498.767029,Positive,45.906799,50.906799, ,2,MH+996.526781-Scan#13486
573.633118,Positive,45.914491,50.914491, ,3,MH+1718.884800-Scan#13491
487.765594,Positive,45.938181,50.938181, ,2,MH+974.523912-Scan#13502
429.785187,Positive,45.941205,50.941205, ,2,MH+858.563097-Scan#13504
433.237427,Positive,45.953428,50.953428, ,2,MH+865.467577-Scan#13510
607.319031,Positive,45.967200,50.967200, ,2,MH+1213.630785-Scan#13517
639.314392,Positive,45.968743,50.968743, ,2,MH+1277.621508-Scan#13518
626.829407,Positive,45.978237,50.978237, ,2,MH+1252.651537-Scan#13522
617.830078,Positive,45.981306,50.981306, ,2,MH+1234.652880-Scan#13524
447.722961,Positive,45.990209,50.990209, ,2,MH+894.438646-Scan#13530
585.831604,Positive,46.030213,51.030213, ,2,MH+1170.655931-Scan#13550
478.743378,Positive,46.032997,51.032997, ,2,MH+956.479479-Scan#13552
578.784546,Positive,46.045628,51.045628, ,2,MH+1156.561815-Scan#13558
473.744507,Positive,46.050220,51.050220, ,2,MH+946.481737-Scan#13561
461.264465,Positive,46.053291,51.053291, ,2,MH+921.521654-Scan#13563
667.862183,Positive,46.070751,51.070751, ,2,MH+1334.717089-Scan#13570
516.294067,Positive,46.092503,51.092503, ,2,MH+1031.580858-Scan#13582
461.246857,Positive,46.104326,51.104326, ,2,MH+921.486437-Scan#13588
613.291382,Positive,46.116888,51.116888, ,2,MH+1225.575487-Scan#13594
497.275604,Positive,46.137040,51.137040, ,2,MH+993.543932-Scan#13605
442.274719,Positive,46.138569,51.138569, ,2,MH+883.542162-Scan#13606
